"","Name","commonName","Stage","Group","Order","Family","Species","Lagoon","Year","Year2","Kgs"
"912","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1978-79",1978,19975
"913","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2004-05",2004,3070.2
"914","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1978-79",1978,810
"915","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2004-05",2004,3517.37
"916","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1978-79",1978,490
"917","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1978-79",1978,10625
"918","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","2004-05",2004,5585.7
"919","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1977-78",1977,32375
"920","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2004-05",2004,1200.19
"921","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1977-78",1977,781
"922","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2004-05",2004,994.2
"923","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1977-78",1977,1805
"924","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","2004-05",2004,16.75
"925","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1977-78",1977,20541
"926","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2004-05",2004,182.6
"927","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2004-05",2004,969
"928","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2004-05",2004,99.65
"929","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2004-05",2004,1196
"930","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2004-05",2004,1690
"931","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2004-05",2004,1848
"932","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2004-05",2004,20
"933","Muixarra gran","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2004-05",2004,487
"934","Muixarra petita","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2004-05",2004,2816
"935","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2004-05",2004,173.42
"936","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1976-77",1976,12134
"937","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2005-06",2005,1847.07
"938","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2005-06",2005,3041.85
"939","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1976-77",1976,1312
"940","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","2005-06",2005,143.43
"941","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1976-77",1976,514
"942","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2005-06",2005,85.55
"943","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","2005-06",2005,17
"944","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1976-77",1976,19312
"945","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2005-06",2005,922.3
"946","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1975-76",1975,14300
"947","Llobarro gran","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2005-06",2005,150.2
"948","Llobarro mitjà","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2005-06",2005,710.68
"949","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1975-76",1975,2007
"950","Cabeçut gran","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","2005-06",2005,427.55
"951","Cabeçut menut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","2005-06",2005,366.3
"952","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2005-06",2005,640.7
"953","Llisal gran","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2005-06",2005,139.2
"954","Llisal menut","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2005-06",2005,804
"955","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1975-76",1975,870
"956","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2005-06",2005,558.5
"957","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1975-76",1975,19700
"958","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","2005-06",2005,165.6
"959","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1974-75",1974,12630
"960","Muixarra gran","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2005-06",2005,32.1
"961","Muixarra menuda","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2005-06",2005,1276
"962","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2005-06",2005,2133
"963","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2005-06",2005,42
"964","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2005-06",2005,709
"965","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2005-06",2005,3100
"966","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2005-06",2005,1133
"967","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2005-06",2005,2977
"968","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2005-06",2005,81.6
"969","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2005-06",2005,207.47
"970","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1974-75",1974,721
"971","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2006-07",2006,11752
"972","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1974-75",1974,215
"973","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","2006-07",2006,219
"974","Gamba","Shrimp","Adult","Crustaceans","Decapoda","Aristeidae","Aristeus sp.","Encanyissada","2006-07",2006,285
"975","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1974-75",1974,16112
"976","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2006-07",2006,2086
"977","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1973-74",1973,10360
"978","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2006-07",2006,1302
"979","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1973-74",1973,530
"980","Llobarro gros","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2006-07",2006,5740
"981","Llobarro mitjà","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2006-07",2006,4220
"982","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1973-74",1973,119
"983","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","2006-07",2006,2923
"984","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1973-74",1973,14385
"985","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2006-07",2006,3185
"986","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1972-73",1972,12680
"987","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2006-07",2006,3492
"988","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","2006-07",2006,40
"989","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1972-73",1972,480
"990","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2006-07",2006,755
"991","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1972-73",1972,92
"992","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2006-07",2006,1975.6
"993","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2006-07",2006,83.4
"994","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","2006-07",2006,123.65
"995","Llobarro gros","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2006-07",2006,303.65
"996","Llobarro mitjà","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2006-07",2006,435.6
"997","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Tancada","2006-07",2006,1932.15
"998","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2006-07",2006,131.2
"999","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2006-07",2006,138.6
"1000","Llangosti","Triple-grooved shrimp","Adult","Crustaceans","Decapoda","Penaeidae","Penaeus kerathurus","Tancada","2006-07",2006,51.8
"1001","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2006-07",2006,2407.3
"1002","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2006-07",2006,145.9
"1003","Salpa","Salema porgy","Adult","Fish","Perciformes","Sparidae","Sarpa salpa","Tancada","2006-07",2006,181.45
"1004","Muixarra gran","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2006-07",2006,465.01
"1005","Muixarra petita","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2006-07",2006,1882.35
"1006","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2006-07",2006,211
"1007","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1972-73",1972,15390
"1008","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2007-08",2007,8653.3
"1009","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1971-72",1971,11188
"1010","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","2007-08",2007,128.86
"1011","Gamba","Shrimp","Adult","Crustaceans","Decapoda","Aristeidae","Aristeus sp.","Encanyissada","2007-08",2007,32.05
"1012","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1971-72",1971,560
"1013","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2007-08",2007,3951.25
"1014","Patoia","Skipper","Juvenile","Fish","Clupeiformes","Clupeidae","Sprattus sprattus","Encanyissada","2007-08",2007,6295.12
"1015","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1971-72",1971,85
"1016","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2007-08",2007,730.1
"1017","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1971-72",1971,19820
"1018","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2007-08",2007,1000.66
"1019","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","2007-08",2007,1187.25
"1020","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2007-08",2007,2077.55
"1021","Llisa mitjana","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2007-08",2007,587.2
"1022","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1970-71",1970,26915
"1023","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1970-71",1970,990
"1024","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2007-08",2007,4777.8
"1025","Palai","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","2007-08",2007,168.8
"1026","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1970-71",1970,719
"1027","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","2007-08",2007,58.3
"1028","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1970-71",1970,32515
"1029","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2007-08",2007,1901.42
"1030","Dorada gran","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2007-08",2007,368.78
"1031","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2007-08",2007,1044.3
"1032","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2007-08",2007,75.01
"1033","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","2007-08",2007,119.65
"1034","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Tancada","2007-08",2007,33.5
"1035","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2007-08",2007,1001.85
"1036","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Tancada","2007-08",2007,657.6
"1037","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2007-08",2007,945.5
"1038","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2007-08",2007,573.5
"1039","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2007-08",2007,539.6
"1040","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2007-08",2007,2351.85
"1041","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2007-08",2007,70.9
"1042","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2007-08",2007,138.63
"1043","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2008-09",2008,1393.75
"1044","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2008-09",2008,10720.4
"1045","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2008-09",2008,2338.75
"1046","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2008-09",2008,3068.5
"1047","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2008-09",2008,3912.35
"1048","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","2008-09",2008,5067.55
"1049","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2008-09",2008,4430.1
"1050","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2008-09",2008,3208.05
"1051","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","2008-09",2008,21.3
"1052","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2008-09",2008,941.75
"1053","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2008-09",2008,1915
"1054","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2008-09",2008,987
"1055","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2008-09",2008,2847
"1056","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2008-09",2008,689
"1057","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2008-09",2008,877
"1058","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2008-09",2008,2957
"1059","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1969-70",1969,25451
"1060","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2009-10",2009,1825.75
"1061","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2009-10",2009,2767.25
"1062","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1969-70",1969,1571
"1063","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","2009-10",2009,126.04
"1064","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1969-70",1969,738
"1065","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2009-10",2009,233.35
"1066","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1969-70",1969,21989
"1067","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2009-10",2009,822
"1068","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1968-69",1968,15383
"1069","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2009-10",2009,2627.44
"1070","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1968-69",1968,1192
"1071","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2009-10",2009,7294.75
"1072","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1968-69",1968,416
"1073","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2009-10",2009,3646.4
"1074","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1968-69",1968,18530
"1075","Llenguado","Sole","Adult","Fish","Pleuronectiformes","Soleidae","Solea sp.","Encanyissada","2009-10",2009,141.1
"1076","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1967-68",1967,9110
"1077","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2009-10",2009,971.54
"1078","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2009-10",2009,1655
"1079","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2009-10",2009,89.75
"1080","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2009-10",2009,935
"1081","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2009-10",2009,2722
"1082","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","2009-10",2009,509
"1083","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2009-10",2009,853
"1084","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2009-10",2009,175.82
"1085","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2009-10",2009,4593
"1086","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1967-68",1967,2347
"1087","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2010-11",2010,6545
"1088","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2010-11",2010,3485
"1089","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1967-68",1967,216
"1090","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1967-68",1967,8390
"1091","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1966-67",1966,8540
"1092","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2010-11",2010,616
"1093","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1966-67",1966,1570
"1094","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2010-11",2010,597
"1095","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1966-67",1966,138
"1096","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2010-11",2010,1639
"1097","Llobet bord","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2010-11",2010,2066
"1098","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1966-67",1966,7130
"1099","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1965-66",1965,6130
"1100","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2010-11",2010,5889
"1101","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1965-66",1965,1860
"1102","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2010-11",2010,2373
"1103","Llenguado","Sole","Adult","Fish","Pleuronectiformes","Soleidae","Solea sp.","Encanyissada","2010-11",2010,101
"1104","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2010-11",2010,1342
"1105","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1965-66",1965,123
"1106","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2010-11",2010,1343
"1107","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","2010-11",2010,155.48
"1108","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","2010-11",2010,981.8
"1109","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","2010-11",2010,936.44
"1110","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","2010-11",2010,7.54
"1111","Llangosti","Triple-grooved shrimp","Adult","Crustaceans","Decapoda","Penaeidae","Penaeus kerathurus","Tancada","2010-11",2010,275
"1112","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","2010-11",2010,275
"1113","Llenguado","Sole","Adult","Fish","Pleuronectiformes","Soleidae","Solea sp.","Tancada","2010-11",2010,268
"1114","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","2010-11",2010,1090.7
"1115","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2010-11",2010,10030
"1116","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","2010-11",2010,1639
"1117","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","2010-11",2010,7955
"1118","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","2010-11",2010,597
"1119","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","2010-11",2010,616
"1120","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","2010-11",2010,1342
"1121","Llenguado","Sole","Adult","Fish","Pleuronectiformes","Soleidae","Solea sp.","Encanyissada","2010-11",2010,101
"1122","Llangosti","Triple-grooved shrimp","Adult","Crustaceans","Decapoda","Penaeidae","Penaeus kerathurus","Encanyissada","2010-11",2010,NA
"1123","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","2010-11",2010,2373
"1124","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","2011-12",2011,9531
