"","Name","commonName","Stage","Group","Order","Family","Species","Lagoon","Year","Year2","Kgs"
"482","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","1991-92",1991,397.4
"483","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","1991-92",1991,228.9
"484","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Canal vell","1994-95",1994,1531
"485","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1994-95",1994,3792
"486","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Clot - Baseta","1991-92",1991,2611.1
"487","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1991-92",1991,1172.8
"488","Calua","Thinlip mullet","Adult","Fish","Mugiliformes ","Mugilidae","Liza ramada","Encanyissada","1991-92",1991,30
"489","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","1991-92",1991,2539.2
"490","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1991-92",1991,531.8
"491","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1991-92",1991,7229
"492","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1991-92",1991,6214
"493","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","1991-92",1991,142.4
"494","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1991-92",1991,4259
"495","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","1991-92",1991,302.1
"496","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1991-92",1991,38
"497","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","1991-92",1991,42.6
"498","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1991-92",1991,1521
"499","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Tancada","1991-92",1991,3727
"500","Lliseta","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1991-92",1991,665
"501","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","1991-92",1991,4219
"502","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","1991-92",1991,107
"503","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","1991-92",1991,5240
"504","Anguiles","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1992-93",1992,118.1
"505","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1992-93",1992,87.9
"506","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1994-95",1994,3113
"507","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1992-93",1992,445
"508","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1993-94",1993,1528
"509","Anguila pantena (agafada a la pantena)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1993-94",1993,3796
"510","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1992-93",1992,2936.5
"511","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Goleta","1992-93",1992,47.7
"512","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1993-94",1993,300
"513","Llop menut ","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Goleta","1992-93",1992,0.4
"514","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","1992-93",1992,202
"515","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1993-94",1993,1316
"516","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","1992-93",1992,644
"517","Patoia","Skipper","Juvenile","Fish","Clupeiformes","Clupeidae","Sprattus sprattus","Encanyissada","1992-93",1992,2230
"518","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1993-94",1993,2406
"519","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","1992-93",1992,6615.5
"520","Peixarro","Peixarro?","Ind2","Ind2","Ind2","Ind2","Ind2","Encanyissada","1992-93",1992,7
"521","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1992-93",1992,2880
"522","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Clot - Baseta","1992-93",1992,1589
"523","Calua","Thinlip mullet","Adult","Fish","Mugiliformes ","Mugilidae","Liza ramada","Goleta","1992-93",1992,95
"524","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Canal vell","1993-94",1993,266
"525","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1992-93",1992,1141.5
"526","Anguila palangre","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1992-93",1992,95.2
"527","Llissa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Goleta","1992-93",1992,14
"528","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1992-93",1992,4612.7
"529","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1992-93",1992,646.86
"530","Calua","Thinlip mullet","Adult","Fish","Mugiliformes ","Mugilidae","Liza ramada","Encanyissada","1992-93",1992,97
"531","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Goleta","1992-93",1992,138.1
"532","Cranc de riu","Red swamp crayfish","Adult","Crustaceans","Decapoda","Cambaridae","Procambarus clarkii","Canal vell","1992-93",1992,6.4
"533","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Encanyissada","1992-93",1992,1342
"534","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Canal vell","1992-93",1992,1916.46
"535","Llop bord","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1992-93",1992,13.05
"536","Llop gros","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1992-93",1992,219.24
"537","Llop menut ","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1992-93",1992,1434.58
"538","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1992-93",1992,4088
"539","Llop mitjà","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1992-93",1992,149.8
"540","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","1992-93",1992,235
"541","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","1992-93",1992,84.5
"542","Sepia","Common cuttlefish","Adult","Mollusk","Sepiida","Sepiidae","Sepia officinalis","Encanyissada","1992-93",1992,32
"543","Calua","Thinlip mullet","Adult","Fish","Mugiliformes ","Mugilidae","Liza ramada","Canal vell","1992-93",1992,16.7
"544","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1992-93",1992,2732
"545","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1992-93",1992,487
"546","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1992-93",1992,64.16
"547","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1992-93",1992,7917
"548","Llisal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1992-93",1992,442
"549","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1992-93",1992,3373
"550","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","1992-93",1992,5139
"551","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","1992-93",1992,60
"552","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Canal vell","1992-93",1992,1843.7
"553","Lliseta","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1992-93",1992,119
"554","Anguiles","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1993-94",1993,2798
"555","Llissa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1992-93",1992,670.5
"556","Gamba","Shrimp","Adult","Crustaceans","Decapoda","Aristeidae","Aristeus sp.","Encanyissada","1993-94",1993,100
"557","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","1993-94",1993,359
"558","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","1993-94",1993,49
"559","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","1993-94",1993,2274
"560","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1993-94",1993,626
"561","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Clot - Baseta","1993-94",1993,1362
"562","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1992-93",1992,13
"563","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1992-93",1992,81
"564","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1993-94",1993,4132
"565","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1993-94",1993,4132
"566","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","1993-94",1993,1290
"567","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","1993-94",1993,598
"568","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Canal vell","1992-93",1992,604.6
"569","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1993-94",1993,122.8
"570","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1993-94",1993,47.63
"571","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Goleta","1993-94",1993,3700
"572","Anguiles","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1993-94",1993,3396
"573","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1993-94",1993,2
"574","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","1993-94",1993,85
"575","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1993-94",1993,4391
"576","Lliseta","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1993-94",1993,288
"577","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1993-94",1993,2876
"578","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","1993-94",1993,1707
"579","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","1993-94",1993,52
"580","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","1993-94",1993,2480
"581","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Canal vell","1992-93",1992,175.05
"582","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1994-95",1994,2651
"583","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1991-92",1991,35.7
"584","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1994-95",1994,2501
"585","Anguila palangre","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1991-92",1991,535.1
"586","Gamba","Shrimp","Adult","Crustaceans","Decapoda","Aristeidae","Aristeus sp.","Encanyissada","1994-95",1994,140
"587","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1991-92",1991,46.1
"588","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","1994-95",1994,1373
"589","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","1994-95",1994,20
"590","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1991-92",1991,284.6
"591","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","1994-95",1994,1312
"592","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Canal vell","1991-92",1991,28.7
"593","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1994-95",1994,3387.5
"594","Llobaret","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1991-92",1991,7
"595","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1994-95",1994,12007
"596","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","1994-95",1994,2266
"597","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","1994-95",1994,26
"598","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1994-95",1994,139.7
"599","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1994-95",1994,26.2
"600","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Goleta","1994-95",1994,1530
"601","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Goleta","1994-95",1994,76.4
"602","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Goleta","1994-95",1994,300
"603","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1994-95",1994,2050
"604","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1994-95",1994,1250
"605","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1994-95",1994,7
"606","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","1994-95",1994,120
"607","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1994-95",1994,7800
"608","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1994-95",1994,2570
"609","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","1994-95",1994,700
"610","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","1994-95",1994,4350
"611","Pop roquer","Common octopus","Juvenile","Mollusk","Octopoda","Octopodidae","Octopus vulgaris","Goleta","1994-95",1994,784
"612","Sepia","Common cuttlefish","Adult","Mollusk","Sepiida","Sepiidae","Sepia officinalis","Goleta","1994-95",1994,229
"613","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Clot - Baseta","1995-96",1995,68
"614","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1991-92",1991,643.8
"615","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1995-96",1995,3917.75
"616","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1990-91",1990,829
"617","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1995-96",1995,1097
"618","Anguila palangre","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1990-91",1990,40.3
"619","Gamba","Shrimp","Adult","Crustaceans","Decapoda","Aristeidae","Aristeus sp.","Encanyissada","1995-96",1995,82.15
"620","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","1995-96",1995,891.4
"621","Cranc de riu","Red swamp crayfish","Adult","Crustaceans","Decapoda","Cambaridae","Procambarus clarkii","Encanyissada","1995-96",1995,85.75
"622","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","1995-96",1995,92
"623","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1990-91",1990,1828
"624","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","1995-96",1995,2219.9
"625","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1990-91",1990,636.35
"626","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1995-96",1995,3810.1
"627","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Clot - Baseta","1995-96",1995,206
"628","Cranc de riu","Red swamp crayfish","Adult","Crustaceans","Decapoda","Cambaridae","Procambarus clarkii","Canal vell","1990-91",1990,33
"629","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Canal vell","1990-91",1990,2830
"630","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1995-96",1995,11923.5
"631","Llangosti","Triple-grooved shrimp","Adult","Crustaceans","Decapoda","Penaeidae","Penaeus kerathurus","Encanyissada","1995-96",1995,35.45
"632","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","1995-96",1995,2818.65
"633","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Encanyissada","1995-96",1995,4.2
"634","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","1995-96",1995,11.75
"635","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1995-96",1995,1170
"636","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1995-96",1995,700
"637","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1995-96",1995,70
"638","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","1995-96",1995,1135
"639","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1995-96",1995,1956
"640","Calua","Thinlip mullet","Adult","Fish","Mugiliformes ","Mugilidae","Liza ramada","Tancada","1995-96",1995,220
"641","Llisal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1995-96",1995,484
"642","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1995-96",1995,3547
"643","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","1995-96",1995,1344
"644","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","1995-96",1995,97
"645","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","1995-96",1995,7309
"646","Llop","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1990-91",1990,251.41
"647","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1996-97",1996,8380
"648","Calua","Thinlip mullet","Adult","Fish","Mugiliformes ","Mugilidae","Liza ramada","Canal vell","1990-91",1990,570
"649","Cabeçut","Grey mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mugil cephalus","Canal vell","1990-91",1990,1383
"650","Palomita","Pompano","Adult","Fish","Perciformes","Carangidae","Trachinotus ovatus + Others","Encanyissada","1996-97",1996,13
"651","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1990-91",1990,2889
"652","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","1996-97",1996,2370
"653","Llisal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1990-91",1990,24
"654","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1996-97",1996,1032
"655","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Canal vell","1990-91",1990,6
"656","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1996-97",1996,2451
"657","Muixarra","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Canal vell","1990-91",1990,10
"658","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Encanyissada","1996-97",1996,4702
"659","Anguila borda (de panxa groga)","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1989-90",1989,2565
"660","Llenguado","Sole","Adult","Fish","Pleuronectiformes","Soleidae","Solea sp.","Encanyissada","1996-97",1996,125
"661","Anguila palangre","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1989-90",1989,73
"662","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Encanyissada","1996-97",1996,13032
"663","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Tancada","1996-97",1996,1600
"664","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Tancada","1996-97",1996,77
"665","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Tancada","1996-97",1996,935
"666","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Tancada","1996-97",1996,1900
"667","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Tancada","1996-97",1996,2250
"668","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Tancada","1996-97",1996,635
"669","Dorada","Sea bream","Adult","Fish","Perciformes","Sparidae","Sparus aurata","Tancada","1996-97",1996,12130
"670","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1996-97",1996,258
"671","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Goleta","1996-97",1996,155
"672","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Goleta","1996-97",1996,255
"673","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Goleta","1996-97",1996,36
"674","Llissal","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Goleta","1996-97",1996,334
"675","Crancs","Mediterranean green crab","Adult","Crustaceans","Decapoda","Portunidae","Carcinus aestuarii","Goleta","1996-97",1996,12
"676","Palaia","Eckstroms topknot","Adult","Fish","Pleuronectiformes","Scophthalmidae","Phrynorhombus regius + Other sp.","Goleta","1996-97",1996,22
"677","Sepia","Common cuttlefish","Adult","Mollusk","Sepiida","Sepiidae","Sepia officinalis","Goleta","1996-97",1996,15
"678","Sard","Sea bream","Adult","Fish","Perciformes","Sparidae","Diplodus sp.","Goleta","1996-97",1996,2
"679","Mabre","Sand steenbras","Adult","Fish","Perciformes","Sparidae","Lithognathus mormyrus","Goleta","1996-97",1996,17
"680","Anguila","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Encanyissada","1997-98",1997,2782
"681","Anguila vera","Eel","Adult","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1989-90",1989,3272
"682","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Canal vell","1989-90",1989,810.5
"683","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Canal vell","1989-90",1989,64.3
"684","Angula","Eel","Juvenile","Fish","Anguilliformes","Anguillidae","Anguilla anguilla","Platjola","1997-98",1997,540
"685","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Canal vell","1989-90",1989,523.5
"686","Jovell","Sand smelt","Adult","Fish","Atheriniformes","Atherinidae","Atherina boyeri","Encanyissada","1997-98",1997,2302
"687","Llobarro","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Canal vell","1989-90",1989,48.4
"688","Tenca","Common carp","Adult","Fish","Cyprininiformes","Cyprinidae","Cyprinus carpio","Encanyissada","1997-98",1997,1768
"689","Llisa","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Canal vell","1989-90",1989,2320.3
"690","Llobarro gran","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1997-98",1997,923
"691","Llobarro mitjà","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1997-98",1997,909
"692","Llobarro petit","European seabass","Adult","Fish","Perciformes","Moronidae","Dicentrarchus labrax","Encanyissada","1997-98",1997,101
"693","Llisal gran","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1997-98",1997,3348
"694","Llisal menut","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1997-98",1997,1428
"695","Llisal petit","Mullet","Adult","Fish","Mugiliformes ","Mugilidae","Mullet ind.","Encanyissada","1997-98",1997,2726
