Name;Common_name;Stage;Group;Order;Family;Species;Lagoon;Year;Year2;Kgs
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Canal vell;1996-97;1996;532,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1990-91;1990;3193,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;1996-97;1996;1198,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1996-97;1996;1575,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1990-91;1990;2624,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1996-97;1996;2887,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1990-91;1990;96,15
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Canal vell;1996-97;1996;1076,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Canal vell;1996-97;1996;26,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1990-91;1990;576,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Clot - Baseta;1990-91;1990;269,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Canal vell;1996-97;1996;1099,00
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1990-91;1990;3515,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1995-96;1995;1382,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1995-96;1995;2955,50
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1995-96;1995;339,12
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;1995-96;1995;2800,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Clot - Baseta;1990-91;1990;20,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1990-91;1990;16020,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1995-96;1995;2694,50
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Encanyissada;1990-91;1990;531,00
Palaes;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Encanyissada;1990-91;1990;122,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Clot - Baseta;1990-91;1990;26,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1995-96;1995;40,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Encanyissada;1990-91;1990;26,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1995-96;1995;3437,50
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1991-92;1991;1137,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1994-95;1994;614,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1994-95;1994;2700,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1991-92;1991;2665,90
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1994-95;1994;157,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1991-92;1991;0,40
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Canal vell;1994-95;1994;23,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1991-92;1991;98,50
Palomita;Pompano;Adult;Fish;Perciformes;Carangidae;Trachinotus ovatus + Others;Encanyissada;1991-92;1991;397,40
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1991-92;1991;228,90
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;1994-95;1994;1531,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1994-95;1994;3792,00
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Clot - Baseta;1991-92;1991;2611,10
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1991-92;1991;1172,80
Calua;Thinlip mullet;Adult;Fish;Mugiliformes ;Mugilidae;Liza ramada;Encanyissada;1991-92;1991;30,00
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Encanyissada;1991-92;1991;2539,20
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1991-92;1991;531,80
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1991-92;1991;7229,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1991-92;1991;6214,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Encanyissada;1991-92;1991;142,40
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1991-92;1991;4259,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Encanyissada;1991-92;1991;302,10
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1991-92;1991;38,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Encanyissada;1991-92;1991;42,60
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1991-92;1991;1521,00
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Tancada;1991-92;1991;3727,00
Lliseta;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1991-92;1991;665,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1991-92;1991;4219,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Tancada;1991-92;1991;107,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1991-92;1991;5240,00
Anguiles;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1992-93;1992;118,10
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1992-93;1992;87,90
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1994-95;1994;3113,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1992-93;1992;445,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1993-94;1993;1528,00
Anguila pantena (agafada a la pantena);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1993-94;1993;3796,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1992-93;1992;2936,50
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Goleta;1992-93;1992;47,70
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1993-94;1993;300,00
Llop menut ;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Goleta;1992-93;1992;0,40
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1992-93;1992;202,00
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1993-94;1993;1316,00
Palomita;Pompano;Adult;Fish;Perciformes;Carangidae;Trachinotus ovatus + Others;Encanyissada;1992-93;1992;644,00
Patoia;Skipper;Juvenile;Fish;Clupeiformes;Clupeidae;Sprattus sprattus;Encanyissada;1992-93;1992;2230,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1993-94;1993;2406,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1992-93;1992;6615,50
Peixarro;Peixarro?;Ind2;Ind2;Ind2;Ind2;Ind2;Encanyissada;1992-93;1992;7,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1992-93;1992;2880,00
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Clot - Baseta;1992-93;1992;1589,00
Calua;Thinlip mullet;Adult;Fish;Mugiliformes ;Mugilidae;Liza ramada;Goleta;1992-93;1992;95,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Canal vell;1993-94;1993;266,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1992-93;1992;1141,50
Anguila palangre;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1992-93;1992;95,20
Llissa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Goleta;1992-93;1992;14,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1992-93;1992;4612,70
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1992-93;1992;646,86
Calua;Thinlip mullet;Adult;Fish;Mugiliformes ;Mugilidae;Liza ramada;Encanyissada;1992-93;1992;97,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Goleta;1992-93;1992;138,10
Cranc de riu;Red swamp crayfish;Adult;Crustaceans;Decapoda;Cambaridae;Procambarus clarkii;Canal vell;1992-93;1992;6,40
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Encanyissada;1992-93;1992;1342,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;1992-93;1992;1916,46
Llop bord;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1992-93;1992;13,05
Llop gros;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1992-93;1992;219,24
Llop menut ;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1992-93;1992;1434,58
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1992-93;1992;4088,00
Llop mitjà;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1992-93;1992;149,80
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Encanyissada;1992-93;1992;235,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Encanyissada;1992-93;1992;84,50
Sepia;Common cuttlefish;Adult;Mollusk;Sepiida;Sepiidae;Sepia officinalis;Encanyissada;1992-93;1992;32,00
Calua;Thinlip mullet;Adult;Fish;Mugiliformes ;Mugilidae;Liza ramada;Canal vell;1992-93;1992;16,70
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1992-93;1992;2732,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1992-93;1992;487,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1992-93;1992;64,16
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1992-93;1992;7917,00
Llisal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1992-93;1992;442,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1992-93;1992;3373,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1992-93;1992;5139,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1992-93;1992;60,00
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Canal vell;1992-93;1992;1843,70
Lliseta;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1992-93;1992;119,00
Anguiles;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1993-94;1993;2798,00
Llissa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1992-93;1992;670,50
Gamba;Shrimp;Adult;Crustaceans;Decapoda;Aristeidae;Aristeus sp.;Encanyissada;1993-94;1993;100,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1993-94;1993;359,00
Palomita;Pompano;Adult;Fish;Perciformes;Carangidae;Trachinotus ovatus + Others;Encanyissada;1993-94;1993;49,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1993-94;1993;2274,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1993-94;1993;626,00
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Clot - Baseta;1993-94;1993;1362,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1992-93;1992;13,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1992-93;1992;81,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1993-94;1993;4132,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1993-94;1993;4132,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Encanyissada;1993-94;1993;1290,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Encanyissada;1993-94;1993;598,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Canal vell;1992-93;1992;604,60
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1993-94;1993;122,80
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1993-94;1993;47,63
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Goleta;1993-94;1993;3700,00
Anguiles;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1993-94;1993;3396,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1993-94;1993;2,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Tancada;1993-94;1993;85,00
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1993-94;1993;4391,00
Lliseta;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1993-94;1993;288,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1993-94;1993;2876,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1993-94;1993;1707,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Tancada;1993-94;1993;52,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1993-94;1993;2480,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Canal vell;1992-93;1992;175,05
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1994-95;1994;2651,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1991-92;1991;35,70
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1994-95;1994;2501,00
Anguila palangre;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1991-92;1991;535,10
Gamba;Shrimp;Adult;Crustaceans;Decapoda;Aristeidae;Aristeus sp.;Encanyissada;1994-95;1994;140,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1991-92;1991;46,10
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1994-95;1994;1373,00
Palomita;Pompano;Adult;Fish;Perciformes;Carangidae;Trachinotus ovatus + Others;Encanyissada;1994-95;1994;20,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1991-92;1991;284,60
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1994-95;1994;1312,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Canal vell;1991-92;1991;28,70
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1994-95;1994;3387,50
Llobaret;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1991-92;1991;7,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1994-95;1994;12007,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Encanyissada;1994-95;1994;2266,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Encanyissada;1994-95;1994;26,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1994-95;1994;139,70
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Goleta;1994-95;1994;26,20
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Goleta;1994-95;1994;1530,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Goleta;1994-95;1994;76,40
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Goleta;1994-95;1994;300,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1994-95;1994;2050,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1994-95;1994;1250,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1994-95;1994;7,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Tancada;1994-95;1994;120,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1994-95;1994;7800,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1994-95;1994;2570,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1994-95;1994;700,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1994-95;1994;4350,00
Pop roquer;Common octopus;Juvenile;Mollusk;Octopoda;Octopodidae;Octopus vulgaris;Goleta;1994-95;1994;784,00
Sepia;Common cuttlefish;Adult;Mollusk;Sepiida;Sepiidae;Sepia officinalis;Goleta;1994-95;1994;229,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Clot - Baseta;1995-96;1995;68,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1991-92;1991;643,80
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1995-96;1995;3917,75
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1990-91;1990;829,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1995-96;1995;1097,00
Anguila palangre;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1990-91;1990;40,30
Gamba;Shrimp;Adult;Crustaceans;Decapoda;Aristeidae;Aristeus sp.;Encanyissada;1995-96;1995;82,15
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Encanyissada;1995-96;1995;891,40
Cranc de riu;Red swamp crayfish;Adult;Crustaceans;Decapoda;Cambaridae;Procambarus clarkii;Encanyissada;1995-96;1995;85,75
Palomita;Pompano;Adult;Fish;Perciformes;Carangidae;Trachinotus ovatus + Others;Encanyissada;1995-96;1995;92,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1990-91;1990;1828,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1995-96;1995;2219,90
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1990-91;1990;636,35
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1995-96;1995;3810,10
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Clot - Baseta;1995-96;1995;206,00
Cranc de riu;Red swamp crayfish;Adult;Crustaceans;Decapoda;Cambaridae;Procambarus clarkii;Canal vell;1990-91;1990;33,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Canal vell;1990-91;1990;2830,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1995-96;1995;11923,50
Llangosti;Triple-grooved shrimp;Adult;Crustaceans;Decapoda;Penaeidae;Penaeus kerathurus;Encanyissada;1995-96;1995;35,45
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Encanyissada;1995-96;1995;2818,65
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Encanyissada;1995-96;1995;4,20
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Encanyissada;1995-96;1995;11,75
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1995-96;1995;1170,00
Anguila vera;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1995-96;1995;700,00
Angula;Eel;Juvenile;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1995-96;1995;70,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Tancada;1995-96;1995;1135,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1995-96;1995;1956,00
Calua;Thinlip mullet;Adult;Fish;Mugiliformes ;Mugilidae;Liza ramada;Tancada;1995-96;1995;220,00
Llisal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1995-96;1995;484,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1995-96;1995;3547,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Tancada;1995-96;1995;1344,00
Palaia;Eckstroms topknot;Adult;Fish;Pleuronectiformes;Scophthalmidae;Phrynorhombus regius + Other sp.;Tancada;1995-96;1995;97,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Tancada;1995-96;1995;7309,00
Llop;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Canal vell;1990-91;1990;251,41
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Encanyissada;1996-97;1996;8380,00
Calua;Thinlip mullet;Adult;Fish;Mugiliformes ;Mugilidae;Liza ramada;Canal vell;1990-91;1990;570,00
Cabeçut;Grey mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mugil cephalus;Canal vell;1990-91;1990;1383,00
Palomita;Pompano;Adult;Fish;Perciformes;Carangidae;Trachinotus ovatus + Others;Encanyissada;1996-97;1996;13,00
Llisa;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1990-91;1990;2889,00
Tenca;Common carp;Adult;Fish;Cyprininiformes;Cyprinidae;Cyprinus carpio;Encanyissada;1996-97;1996;2370,00
Llisal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Canal vell;1990-91;1990;24,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Encanyissada;1996-97;1996;1032,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Canal vell;1990-91;1990;6,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Encanyissada;1996-97;1996;2451,00
Muixarra;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Canal vell;1990-91;1990;10,00
Crancs;Mediterranean green crab;Adult;Crustaceans;Decapoda;Portunidae;Carcinus aestuarii;Encanyissada;1996-97;1996;4702,00
Anguila borda (de panxa groga);Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1989-90;1989;2565,00
Llenguado;Sole;Adult;Fish;Pleuronectiformes;Soleidae;Solea sp.;Encanyissada;1996-97;1996;125,00
Anguila palangre;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Canal vell;1989-90;1989;73,00
Dorada;Sea bream;Adult;Fish;Perciformes;Sparidae;Sparus aurata;Encanyissada;1996-97;1996;13032,00
Anguila;Eel;Adult;Fish;Anguilliformes;Anguillidae;Anguilla anguilla;Tancada;1996-97;1996;1600,00
Jovell;Sand smelt;Adult;Fish;Atheriniformes;Atherinidae;Atherina boyeri;Tancada;1996-97;1996;77,00
Llobarro;European seabass;Adult;Fish;Perciformes;Moronidae;Dicentrarchus labrax;Tancada;1996-97;1996;935,00
Llissal;Mullet;Adult;Fish;Mugiliformes ;Mugilidae;Mullet ind.;Tancada;1996-97;1996;1900,00
