Month;Year;ZM_River;ZM_Reservoir;QMean;QMax;Over_500;Over_750;Over_1000;Over_1250;Over_1500;Over_1750;Over_2000;Over_2250;Over_2500;Over_2750;Over_3000;Over_3250;Over_3500;FlowSup_CHE;Flow_CAT;FlowSup_TorAs;Alcalinity_CHE;Var118_CAT;Var119_CAT;Bicarbonate_CHE;Bicarbonate_CAT;Carbonates_CHE;Carbonates_CAT;DurTotal_CHE;DurTotal_CAT;DurCa_CAT;DurMg_CAT;DurPer_CAT;NH4_CHE;NH4_CAT;NH4_TorAs;AS_CHE;AS_CAT;Ca_CHE;Ca_CAT;CN_CHE;CN_CAT;Chloride_CHE;Chloride_CAT;Cu_CHE;Cu_CAT;Cr_CHE;Cr_CAT;ColFec_CHE;ColFec_CAT;ColTot_CHE;ColTot_CAT;StreptoFec_CHE;StreptoFec_CAT;Salmo_CHE;Salmo_CAT;Cond_CHE;Cond_CAT;DBO_CHE;DBO_CAT;Tenso_CHE;Tenso_CAT;Fluor_CHE;Fluor_CAT;Fosfor_CHE;Fosfor_TorAs;Fosfor_CAT;FosforTot_CHE;Fe_CHE;Fe_CAT;Mg_CHE;Mg_CAT;Mn_CHE;Mn_CAT;MES_CHE;MES_CAT;Hg_CHE;Hg_CAT;NO3_CHE;NO3_CAT;NO3_Hen;NO3_TorAs;NO2_CHE;NO2_CAT;NO2_Hen;NH4_Hen;P2O5_Hen;NKj_CHE;NKj_CAT;NKj_Hen;DIN_TorAs;DIP_TorAs;DINP_TorAs;O2Dis_CHE;O2Dis_CAT;O2Per_CHE;O2Per_CAT;pH_CHE;pH_CAT;Pb_CHE;Pb_CAT;K_CHE;K_CAT;SiO2_CHE;SiO2_CAT;SiO2_Hen;Se_CHE;Se_CAT;Na_CHE;Na_CAT;SO4_CHE;SO4_CAT;TempWat_CHE;TempWat_CAT;TempAir_CHE;TempAir_CAT;Tur_CAT;Tur_Hen;Zn_CHE;Zn_CAT;TOC_CAT;TOC_Hen;ChlTotal_Hen
2;1.988;0,00;0,00;928,53;1.512,28;27,00;20,00;9,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;538,50;;;167,50;;;167,50;;0,00;;312,50;;;;;0,12;;;0,00000;;98,20;;0,00;;85,00;;0,00;;0,00;;;;5.100,00;;;;;;780,00;;4,00;;0,03;;0,16;;0,58;;;;0,00;;16,40;;0,00;;20,00;;0,00;;1,50;;;;;;;;;;;;;;;11,75;;103,70;;7,70;;0,00;;3,20;;;;;;;62,20;;137,20;;9,35;;11,15;;;;0,00;;;;
3;1.988;0,00;0,00;544,79;741,71;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;639,00;;;167,50;;;167,50;;0,00;;251,00;;;;;0,09;;;0,00000;;83,20;;0,00;;58,50;;0,00;;0,00;;;;3.100,00;;;;;;595,50;;3,15;;0,02;;0,25;;0,51;;;;0,00;;18,25;;0,01;;16,00;;0,00;;8,05;;;;;;;;;;;;;;;10,70;;97,90;;7,80;;0,00;;2,90;;;;;;;32,20;;99,75;;9,05;;12,50;;;;0,00;;;;
4;1.988;0,00;0,00;1.030,52;1.637,50;26,00;26,00;18,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;549,50;;;160,00;;;160,00;;0,00;;265,00;;;;;0,04;;;0,00000;;84,20;;0,00;;62,00;;0,00;;0,00;;;;1.200,00;;;;;;631,50;;1,80;;0,03;;0,23;;0,64;;;;0,00;;17,30;;0,01;;12,50;;0,00;;8,95;;;;;;;;;;;;;;;10,60;;100,55;;7,80;;0,00;;2,60;;;;;;;47,50;;103,20;;13,40;;19,50;;;;0,00;;;;
5;1.988;0,00;0,00;744,74;1.055,66;31,00;10,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;568,50;;;148,75;;;148,75;;0,00;;260,00;;;;;0,16;;;0,00000;;82,20;;0,00;;48,25;;0,00;;0,00;;;;9.750,00;;;;;;562,50;;2,20;;0,01;;0,20;;0,38;;;;0,00;;13,40;;0,01;;11,00;;0,00;;5,80;;;;;;;;;;;;;;;9,15;;93,85;;7,75;;0,00;;2,30;;;;;;;34,25;;99,25;;16,60;;23,05;;;;0,00;;;;
6;1.988;0,00;0,00;716,42;1.209,70;23,00;9,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;756,00;;;146,25;;;146,25;;0,00;;277,50;;;;;0,06;;;0,00000;;87,20;;0,00;;62,00;;0,00;;0,00;;;;21.000,00;;;;;;687,50;;1,90;;0,01;;0,21;;0,54;;;;0,00;;14,60;;0,01;;17,50;;0,00;;9,45;;;;;;;;;;;;;;;8,55;;93,40;;7,60;;0,00;;2,90;;;;;;;48,50;;121,70;;18,90;;25,90;;;;0,00;;;;
7;1.988;0,00;0,00;506,84;1.545,55;11,00;9,00;6,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120,00;;;145,00;;;145,00;;0,00;;280,00;;;;;0,02;;;0,00000;;88,20;;0,00;;66,00;;0,00;;0,00;;;;21.600,00;;;;;;669,50;;2,60;;0,00;;0,19;;0,44;;;;0,00;;14,60;;0,00;;33,50;;0,00;;8,05;;;;;;;;;;;;;;;8,05;;91,55;;7,65;;0,00;;1,55;;;;;;;46,85;;122,15;;20,90;;25,95;;;;0,00;;;;
8;1.988;0,00;0,00;230,13;296,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;267,00;;;157,50;;;157,50;;0,00;;315,00;;;;;0,08;;;0,00000;;94,20;;0,00;;87,00;;0,00;;0,00;;;;8.600,00;;;;;;803,00;;1,10;;0,00;;0,12;;0,40;;;;0,00;;19,50;;0,01;;6,50;;0,00;;9,65;;;;;;;;;;;;;;;7,45;;91,80;;7,85;;0,00;;1,75;;;;;;;59,95;;157,30;;26,35;;32,00;;;;0,00;;;;
9;1.988;0,00;0,00;249,60;314,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;325,00;;;177,50;;;177,50;;0,00;;407,50;;;;;0,40;;;0,00000;;119,20;;0,00;;143,50;;0,00;;0,00;;;;12.700,00;;;;;;1.104,50;;4,20;;0,06;;0,24;;0,74;;;;0,00;;26,80;;0,02;;4,50;;0,00;;9,20;;;;;;;;;;;;;;;5,65;;68,50;;7,55;;0,00;;4,60;;;;;;;99,85;;240,00;;24,75;;30,40;;;;0,00;;;;
10;1.988;0,00;0,00;223,73;272,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;236,00;;;162,50;;;162,50;;0,00;;442,50;;;;;0,21;;;0,00000;;128,30;;0,00;;170,00;;0,00;;0,00;;;;99.999,00;;;;;;1.220,50;;4,45;;0,12;;0,18;;0,66;;;;0,00;;29,80;;0,00;;5,00;;0,00;;13,05;;;;;;;;;;;;;;;8,45;;99,80;;7,90;;0,00;;4,65;;;;;;;126,25;;278,70;;23,00;;27,00;;;;0,00;;;;
11;1.988;0,00;0,00;253,66;308,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,97;;;176,25;;;176,25;;0,00;;442,50;;;;;0,08;;;0,00000;;129,30;;0,00;;142,50;;0,00;;0,00;;;;8.000,00;;;;;;1.066,00;;1,55;;0,01;;0,22;;0,40;;;;0,00;;29,20;;0,00;;8,50;;0,00;;14,25;;;;;;;;;;;;;;;8,90;;89,40;;7,80;;0,00;;4,55;;;;;;;98,20;;240,60;;15,20;;10,00;;;;0,00;;;;
12;1.988;0,00;0,00;214,18;260,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;231,00;;;176,25;;;176,25;;0,00;;427,50;;;;;0,27;;;0,00000;;123,20;;0,00;;143,00;;0,00;;0,00;;;;3.000,00;;;;;;1.009,50;;3,50;;0,04;;0,15;;0,56;;;;0,00;;29,20;;0,02;;9,00;;0,00;;13,65;;;;;;;;;;;;;;;10,40;;95,00;;7,40;;0,00;;4,10;;;;;;;81,75;;237,45;;11,25;;13,00;;;;0,00;;;;
1;1.989;0,00;0,00;178,29;242,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,50;;477.537.120.000,00;183,75;;;183,75;;0,00;;465,00;;;;;0,35;0,21;0,35;0,00000;;131,30;;0,00;;162,00;;0,00;;0,00;;;;1.650,00;;;;;;1.169,00;;2,80;;0,05;;0,23;;0,56;0,56;;;0,00;;33,40;;0,02;;4,00;;0,00;;16,90;15,61;15,610;16,90;;0,29;0,294;0,210;;;;;1.984,89;88,18;22,52;9,90;;82,60;;8,00;;0,02;;4,75;;;6,44;6,440;;;109,10;;285,00;;8,70;;6,25;;;;0,00;;;3,742;
2;1.989;0,00;0,00;101,03;147,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;156,50;;235.640.384.928,00;187,50;;;187,50;;0,00;;462,50;;;;;0,48;0,15;0,48;0,00000;;132,30;;0,00;;166,00;;0,01;;0,00;;;;4.750,00;;;;;;1.116,00;;3,95;;0,03;;0,22;;0,94;0,94;;;0,05;;32,20;;0,01;;11,00;;0,00;;1,90;16,02;16,021;1,90;;0,33;0,329;0,148;;;;;190,88;72,81;2,66;11,00;;91,25;;8,05;;0,00;;4,95;;;2,63;2,625;;;112,50;;264,05;;7,60;;11,15;;;;0,00;;;1,425;
3;1.989;0,00;0,00;62,12;94,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,00;;150.494.584.608,00;190,00;;;190,00;;0,00;;492,50;;;;;0,32;0,19;0,32;0,00000;;141,30;;0,00;;188,75;;0,00;;0,00;;;;2.600,00;;;;;;1.301,50;;6,90;;0,05;;0,23;;0,95;0,95;;;0,05;;34,10;;0,02;;9,00;;0,00;;15,35;15,60;15,595;15,35;;0,44;0,440;0,193;;;;;568,28;46,93;12,11;10,65;;104,40;;7,70;;0,00;;5,00;;;3,83;3,825;;;119,80;;297,00;;15,05;;16,80;;;;0,00;;;2,980;
4;1.989;0,00;0,00;106,78;242,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,50;;265.954.171.910,40;177,50;;;177,50;;0,00;;430,00;;;;;0,30;0,14;0,30;0,00000;;124,25;;0,00;;155,00;;0,01;;0,00;;;;950,00;;;;;;1.138,50;;3,35;;0,01;;0,23;;0,97;0,97;;;0,05;;29,20;;0,01;;7,50;;0,00;;3,00;12,26;12,260;3,00;;0,41;0,408;0,140;;;;;245,29;85,43;2,88;9,25;;94,85;;8,00;;0,00;;4,70;;;3,90;3,900;;;103,85;;264,00;;16,25;;16,75;;;;0,00;;;2,920;
5;1.989;0,00;0,00;211,73;314,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;289,00;;565.110.311.212,80;176,25;;;176,25;;0,00;;425,00;;;;;0,08;0,20;0,08;0,00000;;123,20;;0,00;;157,25;;0,00;;0,00;;;;26.500,00;;;;;;1.145,50;;3,95;;0,05;;0,30;;0,68;0,68;;;0,25;;28,60;;0,02;;30,50;;0,00;;15,50;14,95;14,950;15,50;;0,32;0,322;0,198;;;;;2.056,90;126,81;16,15;9,15;;98,40;;7,80;;0,01;;5,15;;;4,32;4,320;;;107,00;;220,95;;18,85;;23,75;;;;0,00;;;2,938;
6;1.989;0,00;0,00;111,17;150,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;152,00;;272.954.648.793,60;167,50;;;167,50;;0,00;;387,50;;;;;0,12;0,15;0,12;0,00000;;110,20;;0,00;;124,00;;0,00;;0,01;;;;14.500,00;;;;;;980,00;;5,05;;0,03;;0,21;;0,72;0,72;;;0,10;;27,40;;0,01;;11,50;;0,00;;12,35;12,43;12,433;12,35;;0,20;0,200;0,145;;;;;804,36;64,93;12,43;10,40;;117,45;;7,60;;0,00;;4,20;;;3,24;3,243;;;77,40;;216,00;;21,95;;31,00;;;;0,00;;;3,207;
7;1.989;0,00;0,00;155,83;211,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;224,00;;410.644.375.660,80;163,75;;;163,75;;0,00;;347,50;;;;;0,29;0,30;0,29;0,00000;;104,20;;0,00;;118,50;;0,01;;0,01;;;;50.199,50;;;;;;961,00;;6,90;;0,01;;0,23;;0,59;0,59;;;0,15;;21,30;;0,00;;10,50;;0,00;;12,75;11,10;11,100;12,75;;0,08;0,078;0,300;;;;;1.285,16;79,71;16,21;6,60;;75,45;;7,75;;0,00;;4,20;;;3,20;3,200;;;80,90;;195,65;;22,40;;31,25;;;;0,00;;;3,232;
8;1.989;0,00;0,00;137,29;181,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;136,50;;355.362.913.324,80;171,25;;;171,25;;0,00;;395,00;;;;;0,15;0,04;0,15;0,00000;;117,20;;0,00;;146,75;;0,00;;0,00;;;;1.500,00;;;;;;1.069,00;;4,95;;0,00;;0,20;;0,78;0,78;;;0,10;;24,90;;0,04;;11,00;;0,00;;7,60;10,78;10,780;7,60;;;;0,037;;;1,70;1,700;664,91;91,67;7,30;9,40;;118,15;;8,00;;0,00;;4,25;;;;;;;92,40;;228,00;;27,15;;32,50;;;;0,00;;;3,300;
9;1.989;0,00;0,00;115,98;143,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,50;;286.633.842.912,00;163,75;;;163,75;;0,00;;445,00;;;;;0,10;0,02;0,10;0,00000;;126,25;;0,00;;147,25;;0,01;;0,00;;;;41.000,00;;;;;;1.166,50;;3,00;;0,06;;0,23;;0,70;0,70;;;0,15;;31,60;;0,02;;13,00;;0,00;;13,20;9,78;9,775;13,20;;;;0,023;;;;;885,37;63,83;13,92;9,15;;110,05;;7,90;;0,00;;5,65;;;;;;;101,75;;291,00;;24,75;;24,50;;;;0,00;;;3,137;
10;1.989;0,00;0,00;94,70;104,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102,50;;253.651.392.000,00;163,75;;;163,75;;0,00;;437,50;;;;;0,70;0,05;0,70;0,00000;;125,25;;0,00;;166,50;;0,02;;0,00;;;;5.500,00;;;;;;1.150,50;;3,50;;0,17;;0,27;;0,79;0,79;;;0,15;;30,40;;0,04;;27,50;;0,00;;8,00;9,18;9,180;8,00;;;;0,046;;;;;610,05;65,49;9,16;8,00;;90,90;;8,05;;0,00;;4,70;;;;;;;116,80;;288,00;;21,90;;20,00;;;;0,00;;;3,147;
11;1.989;0,00;0,00;132,96;203,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;119,50;;344.627.136.000,00;170,00;;;170,00;;0,00;;482,50;;;;;0,18;0,06;0,18;0,00000;;138,30;;0,00;;188,50;;0,01;;0,00;;;;2.250,00;;;;;;1.277,50;;3,20;;0,18;;0,23;;0,83;0,83;;;0,20;;33,40;;0,02;;29,50;;0,00;;11,90;11,45;11,450;11,90;;;;0,059;;;0,79;0,790;991,82;94,05;10,78;7,70;;81,85;;7,90;;0,00;;4,95;;;;;;;119,20;;303,00;;17,85;;17,50;;;;0,00;;;2,994;
12;1.989;0,00;0,00;168,44;203,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;157,50;;451.146.240.000,00;180,00;;;180,00;;0,00;;475,00;;;;;0,07;0,06;0,07;0,00000;;133,15;;0,00;;178,50;;0,00;;0,00;;;;11.500,00;;;;;;1.275,50;;2,20;;0,11;;0,20;;0,65;0,65;;;0,25;;34,65;;0,01;;7,50;;0,00;;15,20;15,23;15,225;15,20;;;;0,063;;;;;1.603,50;95,73;16,71;8,45;;83,65;;7,85;;0,00;;5,30;;;;;;;127,90;;291,00;;15,00;;13,75;;;;0,00;;;2,989;
1;1.990;0,00;0,00;168,26;195,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;180,00;;450.661.536.000,00;185,00;;;185,00;;0,00;;442,50;;;;;0,28;0,07;0,28;0,00000;;125,25;;0,00;;158,50;;0,00;;0,00;;;;10.000,00;;;;;;1.132,50;;3,05;;0,01;;0,16;;0,13;0,13;0,51;;0,05;;31,60;;0,02;;9,00;;0,00;;11,95;11,18;11,180;11,95;;0,13;0,130;0,070;0,510;;0,50;0,503;1.334,54;19,33;69,16;9,55;;84,85;;7,85;;0,01;;4,70;;;;;;;105,20;;261,00;;10,75;;9,60;;;;0,00;;;2,352;9,585
2;1.990;0,00;0,00;178,60;210,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;171,50;;432.075.168.000,00;167,50;;;167,50;;0,00;;460,00;;;;;0,16;0,12;0,16;0,00000;;131,30;;0,00;;192,00;;0,01;;0,00;;;;3.200,00;;;;;;1.210,00;;3,85;;0,06;;0,26;;0,57;0,57;0,63;;0,20;;32,20;;0,01;;14,50;;0,00;;11,75;13,23;13,225;11,75;;;;0,124;0,630;;0,75;0,750;1.216,38;80,92;15,02;10,60;;104,55;;8,15;;0,00;;5,35;;;;;;;115,80;;285,00;;14,25;;19,25;;;;0,00;;;3,790;33,095
3;1.990;0,00;0,00;99,02;176,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,00;;265.202.208.000,00;170,00;;;170,00;;0,00;;455,00;;;;;0,17;0,07;0,17;0,00000;;136,30;;0,00;;184,50;;0,01;;0,00;;;;12.450,00;;;;;;1.151,00;;3,65;;0,29;;0,23;;0,56;0,56;0,24;;0,00;;28,00;;0,01;;6,50;;0,00;;10,90;10,40;10,400;10,90;;;;0,070;0,240;;0,45;0,449;699,89;48,96;14,27;10,50;;104,40;;7,75;;0,00;;5,05;;;;;;;117,75;;276,00;;15,60;;19,20;;;;0,00;;;3,255;49,775
4;1.990;0,00;0,00;193,72;624,10;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87,00;;502.131.744.000,00;157,50;;;157,50;;0,00;;445,00;;;;;0,18;0,05;0,18;0,00000;;126,25;;0,00;;173,50;;0,01;;0,00;;;;9.000,00;;;;;;1.181,50;;2,80;;0,01;;0,34;;0,63;0,63;0,60;;0,00;;31,60;;0,00;;6,00;;0,00;;9,55;9,90;9,900;9,55;;;;0,048;0,600;;0,64;0,637;1.165,04;104,86;11,25;10,20;;106,35;;8,00;;0,00;;4,70;;;;;;;103,50;;280,80;;16,50;;16,25;;;;0,00;;;2,989;36,516
5;1.990;0,00;0,00;165,78;336,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;157,50;;444.014.784.000,00;187,50;;;187,50;;0,00;;510,00;;;;;0,22;0,07;0,22;0,00000;;144,30;;0,00;;188,50;;0,01;;0,00;;;;2.550,00;;;;;;1.309,00;;2,50;;0,00;;0,33;;0,50;0,50;0,44;;0,05;;36,50;;0,00;;7,00;;0,00;;11,70;11,80;11,800;11,70;;;;0,067;0,440;;0,80;0,800;1.279,95;73,26;17,35;9,15;;100,45;;8,00;;0,00;;5,35;;;;;;;105,10;;294,00;;20,00;;23,00;;;;0,00;;;4,114;43,867
6;1.990;0,00;0,00;202,11;424,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;170,50;;523.862.208.000,00;170,00;;;170,00;;0,00;;430,00;;;;;0,18;0,13;0,18;0,00000;;123,25;;0,00;;152,50;;0,01;;0,00;;;;26.500,00;;;;;;1.103,00;;2,80;;0,01;;0,28;;0,64;0,64;0,70;;0,00;;29,80;;0,02;;7,00;;0,00;;11,25;12,53;12,525;11,25;;;;0,134;0,700;;0,12;0,117;1.428,71;108,92;13,02;8,65;;101,25;;7,65;;0,00;;4,75;;;;;;;107,90;;246,00;;22,80;;28,75;;;;0,00;;;3,162;49,497
7;1.990;0,00;0,00;156,14;205,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;239,00;;418.212.288.000,00;170,00;;;170,00;;0,00;;412,50;;;;;0,07;0,06;0,07;0,00000;;121,20;;0,00;;160,00;;0,00;;0,00;;;;6.000,00;;;;;;1.110,00;;7,00;;0,00;;0,27;;0,64;0,64;0,25;;0,00;;26,80;;0,01;;7,00;;0,00;;7,45;10,26;10,260;7,45;;;;0,062;0,250;;0,64;0,637;744,05;88,33;8,37;8,45;;99,50;;8,00;;0,00;;4,40;;;;;;;103,95;;246,00;;23,25;;32,50;;;;0,00;;;3,188;71,596
8;1.990;0,00;0,00;166,76;197,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;181,00;;446.662.080.000,00;165,00;;;165,00;;0,00;;365,00;;;;;0,08;0,06;0,08;0,00000;;106,20;;0,00;;133,00;;0,03;;0,00;;;;3.850,00;;;;;;964,50;;3,65;;0,01;;0,24;;0,83;0,83;0,81;;0,00;;24,30;;0,02;;8,00;;0,00;;6,10;7,75;7,750;6,10;;0,23;0,230;0,060;0,810;;0,46;0,460;632,70;119,54;5,33;7,80;;98,15;;7,90;;0,00;;4,05;;;6,50;6,500;;;85,90;;185,25;;26,95;;33,35;;;;0,00;;;3,469;39,831
9;1.990;0,00;0,00;164,15;183,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;176,00;;425.475.072.000,00;160,00;;;160,00;;0,00;;415,00;;;;;0,22;0,04;0,22;0,00000;;116,20;;0,00;;151,00;;0,01;;0,00;;;;50.249,50;;;;;;1.042,00;;2,60;;0,04;;0,21;;1,27;1,27;0,98;;0,00;;30,40;;0,01;;8,50;;0,00;;5,80;6,93;6,925;5,80;;0,09;0,088;0,041;0,980;;0,56;0,560;658,25;176,83;3,59;8,00;;101,95;;7,95;;0,00;;4,00;;;3,80;3,800;;;99,00;;237,95;;26,90;;26,80;;;;0,00;;;4,120;76,758
10;1.990;0,00;0,00;180,85;253,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;162,50;;484.386.048.000,00;168,75;;;;;;;;;;;;0,18;0,04;0,18;0,00000;;116,20;;0,00;;151,50;;0,00;;0,00;;;;104.000,00;;;;;;1.116,00;;2,10;;0,02;;0,24;;1,08;1,08;1,31;;0,02;;32,20;;0,00;;6,50;;0,00;;8,35;9,32;9,320;8,35;;0,17;0,170;0,044;1,310;;0,35;0,350;996,42;177,27;6,10;8,65;;104,00;;7,70;;0,01;;;;;4,40;4,398;;;103,95;;279,00;;23,60;;22,15;;;;0,01;;;4,241;37,854
11;1.990;0,00;0,00;154,68;201,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;233,00;;400.930.560.000,00;165,00;;;;;;;;;;;;0,18;0,03;0,18;0,00000;;114,20;;0,00;;124,00;;0,01;;0,00;;;;349.000,00;;;;;;944,00;;2,40;;0,01;;0,21;;1,00;1,00;0,61;;0,00;;25,55;;0,01;;8,50;;0,00;;10,50;11,18;11,175;10,50;;0,06;0,064;0,034;0,610;;0,19;0,190;1.023,03;132,48;7,81;7,90;;82,70;;7,60;;0,01;;;;;3,99;3,985;;;83,40;;246,00;;17,05;;16,95;;;;0,02;;;3,527;27,467
12;1.990;0,00;0,00;246,73;393,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;146,50;;660.828.672.000,00;187,50;;;;;;;;;;;;0,08;0,05;0,08;0,00000;;107,20;;0,00;;100,50;;0,01;;0,00;;;;7.400,00;;;;;;783,00;;1,75;;0,02;;0,17;;1,32;1,32;0,94;;0,03;;23,10;;0,01;;2,50;;0,00;;10,40;11,60;11,600;10,40;;0,10;0,097;0,045;0,940;;0,34;0,340;1.619,79;283,22;6,11;9,55;;89,65;;7,85;;0,00;;;;;3,99;3,993;;;71,80;;153,90;;12,85;;9,25;;;;0,01;;;5,100;17,111
1;1.991;0,00;0,00;330,12;506,60;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;345,50;;886.723.599.486,99;162,50;;;;;;;;;;;;0,32;0,07;0,32;0,00000;;125,25;;0,00;;167,50;;0,01;;0,01;;;;1.000,00;;;;;;1.093,00;;2,80;;0,43;;0,52;;0,43;0,43;0,46;;0,07;;29,20;;0,06;;7,00;;0,00;;13,35;13,18;13,175;13,35;;0,11;0,110;0,073;0,460;;0,30;0,300;2.945,26;126,14;23,44;9,60;;78,60;;7,90;;0,02;;;;;1,35;1,350;;;113,70;;282,00;;6,40;;7,20;;;;0,01;;;3,700;10,093
2;1.991;0,00;0,00;253,80;314,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;207,00;;613.980.864.000,00;175,00;;;;;;;;;;;;0,25;0,14;0,25;0,00000;;117,20;;0,00;;145,00;;0,01;;0,00;;;;700,00;;;;;;965,50;;3,70;;0,10;;0,19;;0,78;0,78;0,41;;0,02;;26,15;;0,00;;4,50;;0,00;;14,10;12,03;12,025;14,10;;0,13;0,130;0,140;0,410;;0,66;0,660;2.108,70;161,88;14,66;11,10;;97,45;;7,80;;0,01;;;;;1,55;1,550;;;93,40;;234,00;;9,30;;12,25;;;;0,01;;;4,000;26,108
3;1.991;0,00;0,00;449,64;952,98;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;222,00;;1.204.318.368.000,00;162,50;;;;;;;;;;;;0,14;0,13;0,14;0,00000;;97,20;;0,00;;120,50;;0,00;;0,00;;;;1.350,00;;;;;;834,00;;3,95;;0,05;;0,19;;0,61;0,61;0,14;;0,01;;28,00;;0,01;;5,00;;0,00;;13,30;10,15;10,150;13,30;;0,11;0,113;0,127;0,140;;0,51;0,510;3.818,05;241,62;15,78;10,90;;96,05;;8,05;;0,00;;;;;1,65;1,650;;;81,90;;164,00;;9,30;;13,50;;;;0,02;;;5,379;35,109
4;1.991;0,00;0,00;629,30;1.172,91;19,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;250,00;;1.631.134.800.000,00;166,25;;;;;;;;;;;;0,14;0,09;0,14;0,00000;;84,20;;0,00;;100,00;;0,00;;0,00;;;;725,00;;;;;;783,00;;3,90;;0,07;;0,19;;0,66;0,66;0,32;;0,06;;27,95;;0,00;;9,50;;0,00;;12,50;11,48;11,480;12,50;;0,10;0,100;0,087;0,320;;0,33;0,330;4.868,31;352,80;13,81;10,30;;97,85;;7,55;;0,01;;;;;2,30;2,300;;;63,60;;141,50;;13,20;;18,65;;;;0,00;;;3,700;19,691
