Month;Year;ZM_River;ZM_Reservoir;QMean;QMax;Over_500;Over_750;Over_1000;Over_1250;Over_1500;Over_1750;Over_2000;Over_2250;Over_2500;Over_2750;Over_3000;Over_3250;Over_3500;FlowSup_CHE;Flow_CAT;FlowSup_TorAs;Alcalinity_CHE;Var118_CAT;Var119_CAT;Bicarbonate_CHE;Bicarbonate_CAT;Carbonates_CHE;Carbonates_CAT;DurTotal_CHE;DurTotal_CAT;DurCa_CAT;DurMg_CAT;DurPer_CAT;NH4_CHE;NH4_CAT;NH4_TorAs;AS_CHE;AS_CAT;Ca_CHE;Ca_CAT;CN_CHE;CN_CAT;Chloride_CHE;Chloride_CAT;Cu_CHE;Cu_CAT;Cr_CHE;Cr_CAT;ColFec_CHE;ColFec_CAT;ColTot_CHE;ColTot_CAT;StreptoFec_CHE;StreptoFec_CAT;Salmo_CHE;Salmo_CAT;Cond_CHE;Cond_CAT;DBO_CHE;DBO_CAT;Tenso_CHE;Tenso_CAT;Fluor_CHE;Fluor_CAT;Fosfor_CHE;Fosfor_TorAs;Fosfor_CAT;FosforTot_CHE;Fe_CHE;Fe_CAT;Mg_CHE;Mg_CAT;Mn_CHE;Mn_CAT;MES_CHE;MES_CAT;Hg_CHE;Hg_CAT;NO3_CHE;NO3_CAT;NO3_Hen;NO3_TorAs;NO2_CHE;NO2_CAT;NO2_Hen;NH4_Hen;P2O5_Hen;NKj_CHE;NKj_CAT;NKj_Hen;DIN_TorAs;DIP_TorAs;DINP_TorAs;O2Dis_CHE;O2Dis_CAT;O2Per_CHE;O2Per_CAT;pH_CHE;pH_CAT;Pb_CHE;Pb_CAT;K_CHE;K_CAT;SiO2_CHE;SiO2_CAT;SiO2_Hen;Se_CHE;Se_CAT;Na_CHE;Na_CAT;SO4_CHE;SO4_CAT;TempWat_CHE;TempWat_CAT;TempAir_CHE;TempAir_CAT;Tur_CAT;Tur_Hen;Zn_CHE;Zn_CAT;TOC_CAT;TOC_Hen;ChlTotal_Hen
11;2.004;136,00;1.317,33;189,64;268,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;334,50;189,62;581.403.744.000,00;177,50;2,50;172,00;;209,83;;3,00;;503,50;352,75;150,00;330,75;0,07;0,03;0,10;0,00174;;143,50;141,50;0,01;;213,67;217,50;0,00;;0,00;;320,00;;2.300,00;;65,00;;2,00;;1.421,00;1.437,75;1,00;;0,04;;0,23;;0,23;0,26;;0,09;0,03;;35,75;36,50;;;4,33;2,50;0,00;;14,70;12,25;12,250;14,80;;0,03;0,076;0,040;;;;;2.022,38;47,00;44,18;9,20;;91,27;;8,16;8,10;0,00;;5,35;5,30;;5,43;5,425;0,00;;156,00;141,00;353,50;323,00;14,60;16,35;11,33;;3,85;2,386;0,01;;;2,600;2,293
12;2.004;136,00;1.317,33;181,07;272,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;195,80;181,06;581.132.880.000,00;174,50;2,50;169,33;;206,60;;3,00;;450,33;320,33;130,00;281,00;0,07;0,03;0,10;0,00176;;125,00;128,33;0,01;;174,33;189,67;0,00;;0,00;;665,00;;4.110,00;;228,00;;3,00;;1.276,78;1.313,33;1,67;;0,04;;0,19;;0,14;0,13;;0,05;0,09;;28,60;31,67;;;2,50;2,50;0,00;;11,47;12,00;12,000;11,45;;0,05;0,068;0,040;;0,50;;;1.572,42;24,76;68,65;9,83;;93,33;;8,19;8,20;0,00;;4,75;4,53;;4,23;4,233;0,00;;135,00;123,67;256,33;282,67;11,99;11,83;9,33;;1,87;2,333;0,02;;;2,300;0,903
1;2.005;108,00;1.094,67;289,38;518,47;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;221,50;289,37;;177,50;2,50;169,25;;206,48;;3,00;380,00;433,75;311,00;122,50;264,50;0,15;0,03;;0,00133;;135,00;124,75;0,01;;202,25;169,25;0,00;;0,00;;4.650,00;;10.485,00;;620,00;;0,50;;1.247,50;1.214,00;1,00;;0,04;;0,18;;0,18;;;0,11;0,03;;28,05;29,75;0,01;;3,75;2,50;0,00;;13,38;11,50;11,500;;;0,08;0,071;0,040;;;;;;;;11,73;;104,45;;8,29;8,13;0,00;;4,40;4,65;;4,60;4,600;0,00;;130,00;112,00;279,50;253,50;9,69;9,95;10,48;;1,65;2,568;0,02;;;2,475;1,110
2;2.005;108,00;1.094,67;374,83;594,60;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;433,75;374,82;;174,00;2,50;168,00;;204,97;;3,00;375,13;383,33;287,00;96,33;215,33;0,07;0,11;;0,00118;;112,50;115,00;0,01;;155,67;134,00;0,00;;0,00;;2.350,00;;4.745,00;;590,00;;1,00;;1.011,55;1.027,67;1,00;;0,04;;0,17;;0,12;;;0,05;0,05;;22,45;23,33;0,00;;2,50;4,20;0,00;;14,93;12,00;12,000;;0,04;0,05;0,070;0,040;;0,50;;;;;;11,87;;106,50;;8,19;8,20;0,00;;4,10;3,80;;3,43;3,433;0,00;;101,10;83,67;226,00;191,33;9,09;9,13;10,17;;1,40;2,013;0,01;;;2,725;4,653
3;2.005;108,00;1.094,67;417,18;620,43;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;397,13;417,17;;180,00;3,33;177,67;;217,13;;3,00;353,17;347,00;268,33;78,00;169,00;0,07;0,03;;0,00104;;120,00;107,67;0,01;;119,67;110,33;0,00;;0,00;;2.909,00;;7.548,00;;130,00;;0,50;;888,44;929,00;3,37;;0,04;;0,18;;0,10;;;0,05;0,02;;16,75;19,00;0,00;;3,33;4,80;0,00;;14,80;13,00;13,000;;;0,08;0,075;0,040;;;;;;;;9,90;;98,87;;8,18;8,27;0,00;;3,40;3,17;;2,83;2,833;0,00;;81,10;67,33;169,50;153,67;11,08;10,65;13,20;8,50;1,65;3,397;0,02;;;2,480;17,617
4;2.005;108,00;1.094,67;332,46;658,43;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,13;332,45;;178,50;3,87;172,67;;205,30;;4,63;324,33;345,00;269,33;75,33;172,33;0,07;0,05;;0,00103;;105,00;108,00;0,01;;110,67;99,33;0,00;;0,00;;238,00;;1.516,33;;35,00;;2,00;;828,56;835,00;1,00;;0,04;;0,13;;0,11;;;0,05;0,02;;17,20;18,33;0,01;;3,33;6,75;0,00;;15,00;12,00;12,000;;;0,09;0,075;0,040;;0,50;;;;;;11,17;;112,33;;8,17;8,23;0,00;;3,00;2,73;;2,03;2,033;0,00;;66,10;59,00;170,33;142,33;15,51;13,50;25,17;2,90;1,70;3,961;0,02;;;2,760;6,680
5;2.005;108,00;1.094,67;217,21;334,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;273,13;217,19;;;4,00;158,25;;186,35;;4,80;316,00;308,75;239,25;70,00;150,50;0,03;0,03;;0,00141;;;95,75;0,01;;;109,00;0,00;;0,00;;;;;;;;;;856,13;873,50;;;;;0,17;;;;;;;;;17,00;;;;6,03;0,00;;;10,25;10,250;;;0,08;0,075;0,040;;;;;;;;;;;;8,18;8,20;0,00;;;2,78;;2,15;2,150;0,00;;;67,75;;139,50;21,83;18,75;;;1,01;3,341;0,01;;;2,150;3,885
6;2.005;108,00;1.094,67;184,55;253,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;193,83;184,43;;163,50;3,67;133,67;203,05;158,20;2,50;4,40;313,13;242,33;223,00;66,00;155,33;0,24;0,03;;0,00156;;95,35;89,33;0,00;;95,60;97,67;0,00;;0,00;;5.000,00;;4.845,00;;870,00;;0,00;;817,00;817,50;7,50;;0,12;;0,17;;0,28;;;0,15;0,04;;16,55;16,00;0,01;;1,00;2,50;0,00;;8,07;9,00;9,000;;0,19;0,02;0,074;0,040;;0,50;;;;;;8,18;;95,90;;8,14;8,20;0,00;;2,75;2,60;;3,30;3,300;0,00;;69,65;62,33;125,10;137,67;22,98;23,40;28,06;;2,70;3,008;0,02;;;2,480;1,100
7;2.005;108,00;1.094,67;145,44;185,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;149,02;145,43;;;2,50;151,00;193,35;184,23;2,50;3,00;340,88;338,00;255,33;82,00;186,67;0,23;0,03;;0,00165;;101,15;102,33;0,00;;116,93;125,00;0,00;;0,00;;4.032,00;;9.947,50;;739,67;;0,33;;916,54;928,33;2,50;;0,17;;0,16;;0,28;;;0,15;0,02;;19,45;20,00;0,01;;2,13;2,50;0,00;;7,93;8,00;8,000;;0,32;0,03;0,059;0,040;;0,77;;;;;;6,60;;76,36;;8,07;8,13;0,00;;3,10;3,10;;3,50;3,500;0,00;;80,25;79,33;155,50;167,33;24,62;25,27;28,14;;1,60;2,998;0,01;;;2,525;1,860
8;2.005;108,00;1.094,67;108,18;121,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;128,95;108,17;;;2,50;157,50;165,30;199,18;12,45;3,00;389,50;383,25;281,00;102,00;219,75;0,09;0,03;;0,00206;;111,90;112,75;0,00;;158,03;146,25;0,00;;0,00;;90,00;;8.000,00;;2.500,00;;0,00;;1.094,38;1.053,75;3,33;;0,08;;0,21;;0,25;;;0,13;0,03;;24,60;24,75;0,02;;5,33;3,63;0,00;;7,13;6,75;6,750;;0,12;0,02;0,056;0,040;;0,50;;;;;;7,83;;100,10;;8,14;8,18;0,00;;3,55;3,73;;5,08;5,075;0,00;;103,30;94,25;226,35;205,25;24,94;26,35;26,90;;0,91;2,800;0,01;;;2,980;2,263
9;2.005;108,00;1.094,67;106,32;139,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;128,21;106,30;;;2,50;159,67;198,05;194,80;2,50;3,00;464,75;468,00;332,00;136,00;308,00;0,28;0,03;;0,00269;;131,90;133,00;0,00;;221,13;210,33;0,00;;0,00;;310,00;;300.160,00;;;;1,00;;1.367,18;1.364,00;4,00;;0,09;;0,23;;0,56;;;0,21;0,02;;31,55;;0,02;;1,50;3,37;0,00;;5,53;5,67;5,667;;0,14;0,03;0,055;0,040;;0,50;;;;;;5,50;;64,93;;7,99;8,10;0,00;;4,25;4,47;;4,50;4,500;0,00;;137,75;132,67;315,13;286,00;24,35;24,80;19,87;;1,10;2,164;0,02;;;3,050;2,197
10;2.005;108,00;1.094,67;105,71;153,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;121,00;105,70;;;2,50;155,67;192,65;201,30;2,50;3,00;537,63;466,67;331,00;136,00;301,67;0,08;0,03;;0,00328;;126,55;99,33;0,00;;211,60;212,50;0,00;;0,00;;641,00;;2.050,00;;377,50;;1,00;;1.370,64;1.396,33;2,50;;0,19;;0,21;;0,16;;;0,17;0,02;;32,15;34,00;0,02;;3,00;2,50;0,00;;10,97;6,33;6,333;;0,06;0,05;0,059;0,040;;0,50;;;;;;6,60;;71,00;;7,83;8,07;0,00;;4,65;4,30;;3,07;3,067;0,00;;144,45;148,00;302,60;307,67;21,15;21,60;17,53;13,60;1,19;3,454;0,01;;;2,550;1,220
11;2.005;108,00;1.094,67;119,52;219,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;138,09;118,51;;;2,50;163,50;206,05;199,48;3,75;3,00;453,50;464,50;328,50;135,75;301,00;0,07;0,03;;0,00153;;128,75;131,75;0,01;;176,00;203,50;0,00;;0,00;;23.000,00;;85.175,00;;1.600,00;;0,00;;1.278,77;1.375,25;3,33;;0,14;;0,19;;0,25;;;0,11;0,02;;32,20;33,00;0,02;;3,67;2,50;0,00;;9,47;9,00;9,000;;0,03;0,03;0,059;0,040;;0,50;;;;;;9,20;;94,73;;8,11;8,05;0,00;;4,10;4,53;;4,05;4,050;0,00;;118,70;139,00;258,60;288,00;16,71;17,10;14,87;;1,00;3,889;0,01;;;2,360;0,830
12;2.005;108,00;1.094,67;219,43;324,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;304,55;219,41;;;2,50;166,00;223,20;202,53;2,50;3,00;442,88;465,00;329,00;136,00;299,00;0,22;0,03;;0,00146;;134,10;132,00;0,01;;207,53;200,67;0,00;;0,00;;847,00;;42.406,67;;2.100,00;;0,00;;1.333,45;1.356,33;5,17;;0,15;;0,17;;0,22;;;0,11;0,04;;31,50;33,00;0,01;;5,33;2,50;0,00;;12,00;10,67;10,667;;0,06;0,03;0,058;0,040;;0,50;;;;;;9,67;;86,20;;8,11;8,07;0,00;;4,30;4,47;;4,10;4,100;0,00;;142,35;132,67;304,93;287,33;11,08;11,57;8,27;;1,42;3,787;0,01;;;2,125;1,010
1;2.006;108,00;1.094,67;389,37;469,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;417,82;;;177,00;;;;;2,50;;382,30;;;;;0,05;;;0,00128;;116,75;;0,01;;134,28;;0,00;;0,00;;370,00;;1.422,00;;120,00;;0,00;;1.059,79;;2,50;;0,09;;0,15;;0,20;;;0,07;0,03;;21,95;;0,01;;7,25;;0,00;;14,38;;;;0,06;;;;;0,50;;;;;;10,98;;98,63;;8,08;;0,00;;3,50;;;;;0,00;;94,95;;200,00;;9,73;;11,28;;;;0,01;;;;
2;2.006;108,00;1.094,67;213,43;304,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;230,49;;;;;;;;2,50;;366,38;;;;;0,05;;;0,00091;;102,90;;0,01;;109,90;;0,00;;0,00;;230,00;;656,67;;14,00;;0,00;;919,08;;2,50;;0,08;;0,14;;0,05;;;0,06;0,02;;18,50;;0,01;;0,50;;0,00;;13,83;;;;0,04;;;;;0,50;;;;;;10,66;;96,73;;8,16;;0,00;;2,85;;;;;0,00;;71,00;;168,87;;9,84;;14,60;;;;0,01;;;;
3;2.006;108,00;1.094,67;470,88;1.252,43;7,00;4,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;362,83;;;193,00;;;;;2,50;;367,75;;;;;0,08;;;0,00103;;111,70;;0,01;;127,67;;0,00;;0,00;;124,00;;553,33;;21,50;;0,00;;937,73;;3,33;;0,03;;0,13;;0,12;;;0,05;0,02;;19,15;;0,01;;4,67;;0,00;;14,90;;;;0,09;;;;;0,50;;;;;;9,57;;90,10;;8,21;;0,00;;2,90;;;;;0,00;;84,75;;176,85;;11,75;;17,17;;;;0,01;;;;
4;2.006;108,00;1.094,67;207,76;456,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;239,32;;;;;;;;2,50;;356,63;;;;;0,05;;;0,00112;;102,15;;0,01;;108,27;;0,00;;0,00;;75,00;;785,00;;90,00;;0,00;;893,00;;2,50;;0,12;;0,16;;0,18;;;0,06;0,02;;17,15;;0,01;;4,33;;0,00;;13,03;;;;0,07;;;;;0,50;;;;;;9,77;;101,13;;8,16;;0,00;;2,75;;;;;0,00;;66,20;;154,05;;15,79;;17,60;;;;0,01;;;;
5;2.006;108,00;1.094,67;202,55;438,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;168,90;;;;;;;;6,55;;307,60;;;;;0,05;;;0,00125;;89,20;;0,01;;84,97;;0,00;;0,00;;140,00;;846,67;;26,00;;0,00;;765,92;;3,67;;0,14;;0,12;;0,18;;;0,07;0,01;;14,95;;0,01;;2,33;;0,00;;8,97;;;;0,03;;;;;0,50;;;;;;8,10;;101,37;;8,14;;0,00;;2,45;;;;;0,00;;52,90;;129,50;;20,68;;25,00;;;;0,01;;;;
6;2.006;108,00;1.094,67;158,70;210,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;174,39;;;;;;;;2,50;;355,25;;;;;0,05;;;0,00149;;108,35;;0,01;;129,37;;0,01;;0,00;;1.100,00;;780,00;;800,00;;0,00;;959,27;;2,50;;0,10;;0,12;;0,12;;;0,08;0,01;;22,40;;0,02;;0,50;;0,00;;8,47;;;;0,04;;;;;0,50;;;;;;7,90;;97,43;;8,03;;0,00;;3,40;;;;;0,00;;93,80;;195,15;;23,59;;29,60;;;;0,02;;;;
7;2.006;108,00;1.094,67;93,37;104,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;115,73;;;;;;;;2,50;;371,75;;;;;0,10;;;0,00193;;112,90;;0,01;;151,90;;0,00;;0,00;;466,50;;863,33;;195,00;;0,00;;1.083,33;;4,00;;0,13;;0,13;;0,39;;;0,11;0,03;;23,20;;0,09;;18,25;;0,00;;7,93;;;;0,06;;;;;0,50;;;;;;7,35;;93,85;;7,97;;0,00;;3,75;;;;;0,00;;100,55;;212,83;;26,46;;32,65;;;;0,02;;;;
8;2.006;108,00;1.094,67;101,47;118,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,16;;;;;;;;7,35;;427,90;;;;;0,05;;;0,00246;;122,95;;0,01;;189,43;;0,00;;0,00;;130,00;;306,67;;300,00;;0,00;;1.223,85;;2,50;;0,11;;0,19;;0,32;;;0,12;0,03;;28,80;;0,02;;20,67;;0,00;;5,40;;;;0,03;;;;;0,50;;;;;;;;;;8,05;;0,00;;4,05;;;;;0,00;;131,90;;272,17;;25,68;;28,23;;;;0,03;;;;
9;2.006;108,00;1.094,67;113,48;202,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;115,24;;;;;;;;2,50;;503,63;;;;;0,05;;;0,00316;;134,45;;0,01;;243,27;;0,00;;0,00;;490,00;;2.125,00;;0,00;;0,00;;1.494,00;;2,50;;0,13;;0,19;;0,34;;;0,12;0,04;;36,60;;0,03;;12,67;;0,00;;6,07;;;;0,03;;;;;0,50;;;;;;7,70;;91,33;;7,99;;0,00;;5,40;;;;;0,00;;177,55;;359,10;;24,64;;24,27;;;;0,02;;;;
10;2.006;108,00;1.094,67;96,40;124,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110,89;;;;;;;;2,50;;462,50;;;;;0,05;;;0,00262;;129,80;;0,01;;198,23;;0,00;;0,00;;600,00;;2.480,00;;99,00;;0,00;;1.349,62;;2,50;;0,13;;0,20;;0,24;;;0,12;0,04;;30,30;;0,02;;9,83;;0,00;;10,60;;;;0,02;;;;;0,50;;;;;;7,80;;88,23;;8,08;;0,00;;4,75;;;;;0,00;;137,30;;296,20;;21,98;;19,63;;;;0,01;;;;
11;2.006;108,00;1.094,67;103,51;311,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;195,68;;;182,00;;;;;5,30;;441,63;;;;;0,05;;;0,00162;;125,30;;0,01;;189,83;;0,00;;0,00;;151,33;;1.466,67;;45,00;;0,00;;1.287,33;;2,50;;0,17;;0,22;;0,20;;;0,09;0,03;;28,70;;0,01;;10,00;;0,00;;11,27;;;;0,02;;;;;0,50;;;;;;8,23;;84,63;;8,16;;0,00;;4,55;;;;;0,00;;128,45;;269,80;;17,30;;17,50;;;;0,01;;;;
12;2.006;108,00;1.094,67;118,53;191,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;169,72;;;;;;;;2,50;;364,13;;;;;0,05;;;0,00139;;100,00;;0,01;;126,53;;0,00;;0,00;;300,00;;710,00;;27,00;;0,00;;999,33;;2,50;;0,10;;0,18;;0,14;;;0,06;0,03;;20,35;;0,01;;4,00;;0,00;;8,50;;;;0,02;;;;;0,50;;;;;;10,40;;96,93;;8,17;;0,00;;2,95;;;;;0,00;;83,70;;181,70;;13,04;;10,63;;;;0,01;;;;
1;2.007;108,00;1.094,67;101,81;130,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;131,76;;;;;;;;8,85;;450,30;;;;;0,05;;;0,00141;;117,85;;0,01;;185,28;;0,00;;0,00;;300,00;;1.025,00;;20,00;;0,00;;1.173,07;;2,50;;0,14;;0,16;;0,48;;;0,20;0,02;;25,60;;0,01;;3,00;;0,00;;10,70;;;;0,04;;;;;0,50;;;;;;9,65;;87,00;;8,30;;0,00;;3,85;;;;;0,00;;115,75;;246,05;;11,06;;8,58;;;;0,01;;;;
2;2.007;108,00;1.094,67;272,16;475,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,16;;;;;;;;2,50;;446,50;;;;;0,07;;;0,00133;;123,45;;0,01;;187,07;;0,00;;0,00;;290,00;;613,33;;80,00;;0,00;;1.232,82;;2,50;;0,09;;0,17;;0,16;;;0,07;0,05;;26,70;;0,01;;11,00;;0,00;;12,90;;;;0,08;;;;;0,50;;;;;;9,67;;89,63;;8,22;;0,00;;4,35;;;;;0,00;;128,00;;264,60;;11,47;;20,60;;;;0,01;;;;
3;2.007;108,00;1.094,67;523,29;1.049,25;6,00;5,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;500,83;;;;;;;;6,35;;293,75;;;;;0,05;;;0,00124;;103,50;;0,01;;127,60;;0,00;;0,00;;85,00;;915,00;;350,00;;0,00;;921,00;;2,50;;0,12;;0,14;;0,12;;;0,05;0,04;;18,35;;0,01;;4,67;;0,00;;12,33;;;;0,08;;;;;0,50;;;;;;8,50;;81,80;;8,25;;0,00;;3,40;;;;;0,00;;81,25;;169,15;;12,82;;13,57;;;;0,01;;;;
4;2.007;108,00;1.094,67;982,42;1.878,21;25,00;20,00;9,00;7,00;7,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;975,92;;;;;;;;2,50;;266,00;;;;;0,24;;;0,00143;;86,65;;0,01;;59,33;;0,00;;0,00;;98,00;;1.110,00;;30,00;;0,00;;639,91;;2,50;;0,10;;0,16;;0,14;;;0,06;0,05;;12,80;;0,01;;12,67;;0,00;;9,53;;;;0,10;;;;;0,50;;;;;;10,83;;103,57;;8,19;;0,00;;2,95;;;;;0,00;;41,50;;105,65;;13,49;;21,63;;;;0,02;;;;
5;2.007;108,00;1.094,67;368,73;661,08;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;309,75;;;;;;;;10,60;;260,20;;;;;0,05;;;0,00138;;98,60;;0,01;;94,97;;0,00;;0,00;;147,50;;233,33;;10,50;;0,00;;738,62;;2,50;;0,07;;0,14;;0,07;;;0,04;0,02;;18,00;;0,01;;6,67;;0,00;;9,17;;;;0,04;;;;;0,50;;;;;;9,33;;105,83;;8,22;;0,00;;3,20;;;;;0,00;;66,45;;140,87;;18,95;;26,87;;;;0,01;;;;
6;2.007;108,00;1.094,67;245,21;316,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;268,02;;;;;;;;2,50;;368,63;;;;;0,05;;;0,00164;;96,00;;0,01;;110,10;;0,00;;0,00;;160,00;;200,00;;22,00;;0,00;;830,45;;2,50;;0,07;;0,16;;0,05;;;0,04;0,01;;19,10;;0,01;;5,50;;0,00;;9,90;;;;0,02;;;;;0,50;;;;;;8,33;;98,53;;8,10;;0,00;;3,00;;;;;0,00;;67,00;;154,50;;22,80;;28,13;;;;0,01;;;;
7;2.007;108,00;1.094,67;142,25;224,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;163,30;;;;;;;;9,73;;410,70;;;;;0,05;;;0,00152;;107,50;;0,01;;133,48;;0,00;;0,00;;322,50;;1.100,00;;6,00;;0,00;;946,07;;2,50;;0,10;;0,19;;0,12;;;0,06;0,03;;21,55;;0,01;;4,38;;0,00;;10,18;;;;0,04;;;;;0,50;;;;;;7,20;;103,70;;8,18;;0,00;;;;;;;0,00;;81,38;;193,78;;25,22;;32,50;;;;0,01;;;;
8;2.007;108,00;1.094,67;152,02;174,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;163,42;;;;;;;;2,50;;377,13;;;;;0,05;;;0,00198;;113,80;;0,01;;151,30;;0,00;;0,00;;510,00;;930,00;;15,00;;0,00;;1.055,58;;2,50;;0,09;;0,21;;0,12;;;0,05;0,02;;23,70;;0,01;;1,25;;0,00;;9,23;;;;0,06;;;;;0,50;;;;;;8,70;;104,70;;8,11;;0,00;;;;;;;0,00;;95,10;;229,95;;24,72;;26,25;;;;0,01;;;;
9;2.007;108,00;1.094,67;178,25;226,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;190,36;;;;;;;;2,50;;447,13;;;;;0,18;;;0,00234;;133,25;;0,01;;222,18;;0,00;;0,00;;1.600,00;;2.400,00;;27,00;;0,00;;1.375,54;;2,50;;0,11;;0,24;;0,18;;;0,07;;;31,05;;;;3,82;;0,00;;8,95;;;;0,11;;;;;0,85;;;;;;8,42;;100,66;;8,02;;0,00;;;;;;;0,00;;137,65;;305,00;;24,50;;25,06;;;;0,01;;;;
10;2.007;;;;;;;;;;;;;;;;;;160,06;;;;;;;;2,50;;496,60;;;;;0,05;;;0,00207;;124,40;;0,01;;219,10;;0,00;;0,00;;650,00;;1.300,00;;13,00;;0,00;;1.406,08;;3,75;;0,12;;0,22;;0,15;;;0,06;;;29,80;;;;5,25;;0,00;;10,50;;;;0,02;;;;;0,50;;;;;;8,83;;99,10;;8,05;;0,00;;;;;;;0,00;;126,20;;309,90;;21,27;;21,13;;;;0,01;;;;
11;2.007;;;;;;;;;;;;;;;;;;132,90;;;;;;;;2,50;;499,75;;;;;0,05;;;0,00172;;153,02;;0,01;;255,11;;0,00;;0,00;;725,00;;1.600,00;;75,00;;0,00;;1.539,93;;2,50;;0,13;;0,24;;0,11;;;0,05;0,02;;36,55;;0,01;;1,83;;0,00;;12,86;;;;0,11;;;;;0,50;;;;;;8,81;;87,26;;8,11;;0,00;;;;;;;0,00;;178,37;;340,62;;14,78;;14,57;;;;0,01;;;;
12;2.007;;;;;;;;;;;;;;;;;;112,22;;;;;;;;;;473,75;;;;;0,05;;;0,00144;;;;0,01;;241,60;;0,00;;0,00;;900,00;;2.600,00;;80,00;;0,00;;1.469,64;;2,50;;0,10;;0,22;;0,13;;;0,05;;;;;;;2,00;;0,00;;13,00;;;;;;;;;;;;;;;10,57;;95,93;;8,25;;0,00;;;;;;;0,00;;;;;;11,46;;11,10;;;;0,01;;;;
1;2.008;;;;;;;;;;;;;;;;;;118,31;;;;;;;;;;466,30;;;;;0,05;;;0,00139;;;;0,01;;226,25;;0,00;;0,00;;4.400,00;;8.000,00;;700,00;;0,00;;1.380,46;;2,50;;0,11;;0,20;;0,20;;;0,08;;;;;;;1,00;;0,00;;13,45;;;;;;;;;;;;;;;9,30;;84,33;;8,29;;0,00;;;;;;;0,00;;;;;;10,82;;10,40;;;;0,01;;;;
